FinancialYear,ProviderType,Quarter,Sex,AgeGroup,Measure,Value
2022–23,All providers,July to September,Male,35–44 years,"Service rate per 1,000 population",120
2022–23,All providers,July to September,Male,45–54 years,"Service rate per 1,000 population",107
2022–23,All providers,July to September,Male,55–64 years,"Service rate per 1,000 population",82
2022–23,All providers,July to September,Male,65–74 years,"Service rate per 1,000 population",52
2022–23,All providers,July to September,Male,75–84 years,"Service rate per 1,000 population",34
2022–23,All providers,July to September,Male,85 years and over,"Service rate per 1,000 population",22
2022–23,All providers,July to September,Male,Total,"Service rate per 1,000 population",89
2022–23,All providers,July to September,Female,0–4 years,Patients,1372
2022–23,All providers,July to September,Female,5–11 years,Patients,26139
2022–23,All providers,July to September,Female,12–17 years,Patients,78187
2022–23,All providers,July to September,Female,18–24 years,Patients,124030
2022–23,All providers,July to September,Female,25–34 years,Patients,187384
2022–23,All providers,July to September,Female,35–44 years,Patients,151345
2022–23,All providers,July to September,Female,45–54 years,Patients,115473
2022–23,All providers,July to September,Female,55–64 years,Patients,87479
2022–23,All providers,July to September,Female,65–74 years,Patients,49245
2022–23,All providers,July to September,Female,75–84 years,Patients,21771
2022–23,All providers,July to September,Female,85 years and over,Patients,5165
2022–23,All providers,July to September,Female,Total,Patients,847590
2022–23,All providers,July to September,Female,0–4 years,"Patient rate per 1,000 population",2
2022–23,All providers,July to September,Female,5–11 years,"Patient rate per 1,000 population",24
2022–23,All providers,July to September,Female,12–17 years,"Patient rate per 1,000 population",83
2022–23,All providers,July to September,Female,18–24 years,"Patient rate per 1,000 population",112
2022–23,All providers,July to September,Female,25–34 years,"Patient rate per 1,000 population",98
2022–23,All providers,July to September,Female,35–44 years,"Patient rate per 1,000 population",82
2022–23,All providers,July to September,Female,45–54 years,"Patient rate per 1,000 population",69
2022–23,All providers,July to September,Female,55–64 years,"Patient rate per 1,000 population",56
2022–23,All providers,July to September,Female,65–74 years,"Patient rate per 1,000 population",38
2022–23,All providers,July to September,Female,75–84 years,"Patient rate per 1,000 population",28
2022–23,All providers,July to September,Female,85 years and over,"Patient rate per 1,000 population",15
2022–23,All providers,July to September,Female,Total,"Patient rate per 1,000 population",64
2022–23,All providers,July to September,Female,0–4 years,Services,2426
2022–23,All providers,July to September,Female,5–11 years,Services,60375
2022–23,All providers,July to September,Female,12–17 years,Services,210785
2022–23,All providers,July to September,Female,18–24 years,Services,346480
2022–23,All providers,July to September,Female,25–34 years,Services,515367
2022–23,All providers,July to September,Female,35–44 years,Services,412286
2022–23,All providers,July to September,Female,45–54 years,Services,310225
2022–23,All providers,July to September,Female,55–64 years,Services,232324
2022–23,All providers,July to September,Female,65–74 years,Services,127805
2022–23,All providers,July to September,Female,75–84 years,Services,51615
2022–23,All providers,July to September,Female,85 years and over,Services,10910
2022–23,All providers,July to September,Female,Total,Services,2280598
2022–23,All providers,July to September,Female,0–4 years,"Service rate per 1,000 population",3
2022–23,All providers,July to September,Female,5–11 years,"Service rate per 1,000 population",55
2022–23,All providers,July to September,Female,12–17 years,"Service rate per 1,000 population",224
2022–23,All providers,July to September,Female,18–24 years,"Service rate per 1,000 population",312
