FinancialYear,GeographicAreaType,GeographicAreaCode,GeographicAreaName,ProviderType,Measure,Value
2017–18,SA4,SA4-203,Geelong,All providers,"Patient rate per 1,000 population",121
2017–18,SA4,SA4-203,Geelong,Clinical psychologists,"Patient rate per 1,000 population",24
2017–18,SA4,SA4-203,Geelong,General practitioners,"Patient rate per 1,000 population",101
2017–18,SA4,SA4-203,Geelong,Other allied health providers,"Patient rate per 1,000 population",6
2017–18,SA4,SA4-203,Geelong,Other psychologists,"Patient rate per 1,000 population",33
2017–18,SA4,SA4-203,Geelong,Psychiatrists,"Patient rate per 1,000 population",17
2017–18,SA4,SA4-203,Geelong,All providers,Patients,35580
2017–18,SA4,SA4-203,Geelong,Clinical psychologists,Patients,6987
2017–18,SA4,SA4-203,Geelong,General practitioners,Patients,29744
2017–18,SA4,SA4-203,Geelong,Other allied health providers,Patients,1844
2017–18,SA4,SA4-203,Geelong,Other psychologists,Patients,9705
2017–18,SA4,SA4-203,Geelong,Psychiatrists,Patients,5048
2017–18,SA4,SA4-203,Geelong,All providers,"Service rate per 1,000 population",529
2017–18,SA4,SA4-203,Geelong,Clinical psychologists,"Service rate per 1,000 population",103
2017–18,SA4,SA4-203,Geelong,General practitioners,"Service rate per 1,000 population",178
2017–18,SA4,SA4-203,Geelong,Other allied health providers,"Service rate per 1,000 population",25
2017–18,SA4,SA4-203,Geelong,Other psychologists,"Service rate per 1,000 population",137
2017–18,SA4,SA4-203,Geelong,Psychiatrists,"Service rate per 1,000 population",86
2017–18,SA4,SA4-203,Geelong,All providers,Services,156098
2017–18,SA4,SA4-203,Geelong,Clinical psychologists,Services,30483
2017–18,SA4,SA4-203,Geelong,General practitioners,Services,52579
2017–18,SA4,SA4-203,Geelong,Other allied health providers,Services,7379
2017–18,SA4,SA4-203,Geelong,Other psychologists,Services,40314
2017–18,SA4,SA4-203,Geelong,Psychiatrists,Services,25344
2017–18,SA4,SA4-204,Hume,All providers,"Patient rate per 1,000 population",95
2017–18,SA4,SA4-204,Hume,Clinical psychologists,"Patient rate per 1,000 population",12
2017–18,SA4,SA4-204,Hume,General practitioners,"Patient rate per 1,000 population",80
2017–18,SA4,SA4-204,Hume,Other allied health providers,"Patient rate per 1,000 population",9
2017–18,SA4,SA4-204,Hume,Other psychologists,"Patient rate per 1,000 population",26
2017–18,SA4,SA4-204,Hume,Psychiatrists,"Patient rate per 1,000 population",12
2017–18,SA4,SA4-204,Hume,All providers,Patients,16707
2017–18,SA4,SA4-204,Hume,Clinical psychologists,Patients,2042
2017–18,SA4,SA4-204,Hume,General practitioners,Patients,14033
2017–18,SA4,SA4-204,Hume,Other allied health providers,Patients,1499
2017–18,SA4,SA4-204,Hume,Other psychologists,Patients,4484
2017–18,SA4,SA4-204,Hume,Psychiatrists,Patients,2023
2017–18,SA4,SA4-204,Hume,All providers,"Service rate per 1,000 population",367
2017–18,SA4,SA4-204,Hume,Clinical psychologists,"Service rate per 1,000 population",51
2017–18,SA4,SA4-204,Hume,General practitioners,"Service rate per 1,000 population",133
2017–18,SA4,SA4-204,Hume,Other allied health providers,"Service rate per 1,000 population",31
2017–18,SA4,SA4-204,Hume,Other psychologists,"Service rate per 1,000 population",101
2017–18,SA4,SA4-204,Hume,Psychiatrists,"Service rate per 1,000 population",52
2017–18,SA4,SA4-204,Hume,All providers,Services,64266
2017–18,SA4,SA4-204,Hume,Clinical psychologists,Services,8865
2017–18,SA4,SA4-204,Hume,General practitioners,Services,23309
2017–18,SA4,SA4-204,Hume,Other allied health providers,Services,5349
2017–18,SA4,SA4-204,Hume,Other psychologists,Services,17650
2017–18,SA4,SA4-204,Hume,Psychiatrists,Services,9093
2017–18,SA4,SA4-205,Latrobe - Gippsland,All providers,"Patient rate per 1,000 population",107
2017–18,SA4,SA4-205,Latrobe - Gippsland,Clinical psychologists,"Patient rate per 1,000 population",16
2017–18,SA4,SA4-205,Latrobe - Gippsland,General practitioners,"Patient rate per 1,000 population",89
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other allied health providers,"Patient rate per 1,000 population",8
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other psychologists,"Patient rate per 1,000 population",31
2017–18,SA4,SA4-205,Latrobe - Gippsland,Psychiatrists,"Patient rate per 1,000 population",13
2017–18,SA4,SA4-205,Latrobe - Gippsland,All providers,Patients,29939
2017–18,SA4,SA4-205,Latrobe - Gippsland,Clinical psychologists,Patients,4512
2017–18,SA4,SA4-205,Latrobe - Gippsland,General practitioners,Patients,24991
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other allied health providers,Patients,2311
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other psychologists,Patients,8695
2017–18,SA4,SA4-205,Latrobe - Gippsland,Psychiatrists,Patients,3556
2017–18,SA4,SA4-205,Latrobe - Gippsland,All providers,"Service rate per 1,000 population",434
2017–18,SA4,SA4-205,Latrobe - Gippsland,Clinical psychologists,"Service rate per 1,000 population",65
2017–18,SA4,SA4-205,Latrobe - Gippsland,General practitioners,"Service rate per 1,000 population",148
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other allied health providers,"Service rate per 1,000 population",34
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other psychologists,"Service rate per 1,000 population",121
2017–18,SA4,SA4-205,Latrobe - Gippsland,Psychiatrists,"Service rate per 1,000 population",65
2017–18,SA4,SA4-205,Latrobe - Gippsland,All providers,Services,121593
2017–18,SA4,SA4-205,Latrobe - Gippsland,Clinical psychologists,Services,18242
2017–18,SA4,SA4-205,Latrobe - Gippsland,General practitioners,Services,41451
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other allied health providers,Services,9620
2017–18,SA4,SA4-205,Latrobe - Gippsland,Other psychologists,Services,34033
2017–18,SA4,SA4-205,Latrobe - Gippsland,Psychiatrists,Services,18248
2017–18,SA4,SA4-206,Melbourne - Inner,All providers,"Patient rate per 1,000 population",118
2017–18,SA4,SA4-206,Melbourne - Inner,Clinical psychologists,"Patient rate per 1,000 population",32
2017–18,SA4,SA4-206,Melbourne - Inner,General practitioners,"Patient rate per 1,000 population",94
2017–18,SA4,SA4-206,Melbourne - Inner,Other allied health providers,"Patient rate per 1,000 population",5
2017–18,SA4,SA4-206,Melbourne - Inner,Other psychologists,"Patient rate per 1,000 population",34
2017–18,SA4,SA4-206,Melbourne - Inner,Psychiatrists,"Patient rate per 1,000 population",21
2017–18,SA4,SA4-206,Melbourne - Inner,All providers,Patients,76558
2017–18,SA4,SA4-206,Melbourne - Inner,Clinical psychologists,Patients,20609
2017–18,SA4,SA4-206,Melbourne - Inner,General practitioners,Patients,61272
2017–18,SA4,SA4-206,Melbourne - Inner,Other allied health providers,Patients,3060
2017–18,SA4,SA4-206,Melbourne - Inner,Other psychologists,Patients,22312
2017–18,SA4,SA4-206,Melbourne - Inner,Psychiatrists,Patients,13940
2017–18,SA4,SA4-206,Melbourne - Inner,All providers,"Service rate per 1,000 population",705
2017–18,SA4,SA4-206,Melbourne - Inner,Clinical psychologists,"Service rate per 1,000 population",159
2017–18,SA4,SA4-206,Melbourne - Inner,General practitioners,"Service rate per 1,000 population",172
2017–18,SA4,SA4-206,Melbourne - Inner,Other allied health providers,"Service rate per 1,000 population",24
2017–18,SA4,SA4-206,Melbourne - Inner,Other psychologists,"Service rate per 1,000 population",158
2017–18,SA4,SA4-206,Melbourne - Inner,Psychiatrists,"Service rate per 1,000 population",192
2017–18,SA4,SA4-206,Melbourne - Inner,All providers,Services,457794
2017–18,SA4,SA4-206,Melbourne - Inner,Clinical psychologists,Services,103119
2017–18,SA4,SA4-206,Melbourne - Inner,General practitioners,Services,111832
2017–18,SA4,SA4-206,Melbourne - Inner,Other allied health providers,Services,15448
2017–18,SA4,SA4-206,Melbourne - Inner,Other psychologists,Services,102800
2017–18,SA4,SA4-206,Melbourne - Inner,Psychiatrists,Services,124596
2017–18,SA4,SA4-207,Melbourne - Inner East,All providers,"Patient rate per 1,000 population",99
2017–18,SA4,SA4-207,Melbourne - Inner East,Clinical psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-207,Melbourne - Inner East,General practitioners,"Patient rate per 1,000 population",76
2017–18,SA4,SA4-207,Melbourne - Inner East,Other allied health providers,"Patient rate per 1,000 population",4
2017–18,SA4,SA4-207,Melbourne - Inner East,Other psychologists,"Patient rate per 1,000 population",27
2017–18,SA4,SA4-207,Melbourne - Inner East,Psychiatrists,"Patient rate per 1,000 population",21
2017–18,SA4,SA4-207,Melbourne - Inner East,All providers,Patients,38015
2017–18,SA4,SA4-207,Melbourne - Inner East,Clinical psychologists,Patients,9543
2017–18,SA4,SA4-207,Melbourne - Inner East,General practitioners,Patients,29156
2017–18,SA4,SA4-207,Melbourne - Inner East,Other allied health providers,Patients,1368
2017–18,SA4,SA4-207,Melbourne - Inner East,Other psychologists,Patients,10553
2017–18,SA4,SA4-207,Melbourne - Inner East,Psychiatrists,Patients,8010
2017–18,SA4,SA4-207,Melbourne - Inner East,All providers,"Service rate per 1,000 population",567
2017–18,SA4,SA4-207,Melbourne - Inner East,Clinical psychologists,"Service rate per 1,000 population",116
2017–18,SA4,SA4-207,Melbourne - Inner East,General practitioners,"Service rate per 1,000 population",133
2017–18,SA4,SA4-207,Melbourne - Inner East,Other allied health providers,"Service rate per 1,000 population",17
2017–18,SA4,SA4-207,Melbourne - Inner East,Other psychologists,"Service rate per 1,000 population",124
2017–18,SA4,SA4-207,Melbourne - Inner East,Psychiatrists,"Service rate per 1,000 population",176
2017–18,SA4,SA4-207,Melbourne - Inner East,All providers,Services,217971
2017–18,SA4,SA4-207,Melbourne - Inner East,Clinical psychologists,Services,44750
2017–18,SA4,SA4-207,Melbourne - Inner East,General practitioners,Services,51216
2017–18,SA4,SA4-207,Melbourne - Inner East,Other allied health providers,Services,6428
2017–18,SA4,SA4-207,Melbourne - Inner East,Other psychologists,Services,47791
2017–18,SA4,SA4-207,Melbourne - Inner East,Psychiatrists,Services,67787
2017–18,SA4,SA4-208,Melbourne - Inner South,All providers,"Patient rate per 1,000 population",117
2017–18,SA4,SA4-208,Melbourne - Inner South,Clinical psychologists,"Patient rate per 1,000 population",29
2017–18,SA4,SA4-208,Melbourne - Inner South,General practitioners,"Patient rate per 1,000 population",91
2017–18,SA4,SA4-208,Melbourne - Inner South,Other allied health providers,"Patient rate per 1,000 population",5
2017–18,SA4,SA4-208,Melbourne - Inner South,Other psychologists,"Patient rate per 1,000 population",36
2017–18,SA4,SA4-208,Melbourne - Inner South,Psychiatrists,"Patient rate per 1,000 population",22
2017–18,SA4,SA4-208,Melbourne - Inner South,All providers,Patients,50464
2017–18,SA4,SA4-208,Melbourne - Inner South,Clinical psychologists,Patients,12579
2017–18,SA4,SA4-208,Melbourne - Inner South,General practitioners,Patients,39311
2017–18,SA4,SA4-208,Melbourne - Inner South,Other allied health providers,Patients,2026
2017–18,SA4,SA4-208,Melbourne - Inner South,Other psychologists,Patients,15364
2017–18,SA4,SA4-208,Melbourne - Inner South,Psychiatrists,Patients,9603
2017–18,SA4,SA4-208,Melbourne - Inner South,All providers,"Service rate per 1,000 population",675
2017–18,SA4,SA4-208,Melbourne - Inner South,Clinical psychologists,"Service rate per 1,000 population",139
2017–18,SA4,SA4-208,Melbourne - Inner South,General practitioners,"Service rate per 1,000 population",158
2017–18,SA4,SA4-208,Melbourne - Inner South,Other allied health providers,"Service rate per 1,000 population",22
2017–18,SA4,SA4-208,Melbourne - Inner South,Other psychologists,"Service rate per 1,000 population",165
2017–18,SA4,SA4-208,Melbourne - Inner South,Psychiatrists,"Service rate per 1,000 population",190
2017–18,SA4,SA4-208,Melbourne - Inner South,All providers,Services,290351
2017–18,SA4,SA4-208,Melbourne - Inner South,Clinical psychologists,Services,59905
2017–18,SA4,SA4-208,Melbourne - Inner South,General practitioners,Services,67975
2017–18,SA4,SA4-208,Melbourne - Inner South,Other allied health providers,Services,9612
2017–18,SA4,SA4-208,Melbourne - Inner South,Other psychologists,Services,70951
2017–18,SA4,SA4-208,Melbourne - Inner South,Psychiatrists,Services,81908
2017–18,SA4,SA4-209,Melbourne - North East,All providers,"Patient rate per 1,000 population",117
2017–18,SA4,SA4-209,Melbourne - North East,Clinical psychologists,"Patient rate per 1,000 population",25
2017–18,SA4,SA4-209,Melbourne - North East,General practitioners,"Patient rate per 1,000 population",97
2017–18,SA4,SA4-209,Melbourne - North East,Other allied health providers,"Patient rate per 1,000 population",4
2017–18,SA4,SA4-209,Melbourne - North East,Other psychologists,"Patient rate per 1,000 population",34
2017–18,SA4,SA4-209,Melbourne - North East,Psychiatrists,"Patient rate per 1,000 population",18
2017–18,SA4,SA4-209,Melbourne - North East,All providers,Patients,62243
2017–18,SA4,SA4-209,Melbourne - North East,Clinical psychologists,Patients,13488
2017–18,SA4,SA4-209,Melbourne - North East,General practitioners,Patients,51614
2017–18,SA4,SA4-209,Melbourne - North East,Other allied health providers,Patients,2317
2017–18,SA4,SA4-209,Melbourne - North East,Other psychologists,Patients,18023
2017–18,SA4,SA4-209,Melbourne - North East,Psychiatrists,Patients,9301
2017–18,SA4,SA4-209,Melbourne - North East,All providers,"Service rate per 1,000 population",592
2017–18,SA4,SA4-209,Melbourne - North East,Clinical psychologists,"Service rate per 1,000 population",123
2017–18,SA4,SA4-209,Melbourne - North East,General practitioners,"Service rate per 1,000 population",180
2017–18,SA4,SA4-209,Melbourne - North East,Other allied health providers,"Service rate per 1,000 population",20
2017–18,SA4,SA4-209,Melbourne - North East,Other psychologists,"Service rate per 1,000 population",149
2017–18,SA4,SA4-209,Melbourne - North East,Psychiatrists,"Service rate per 1,000 population",120
2017–18,SA4,SA4-209,Melbourne - North East,All providers,Services,313893
2017–18,SA4,SA4-209,Melbourne - North East,Clinical psychologists,Services,65047
2017–18,SA4,SA4-209,Melbourne - North East,General practitioners,Services,95372
2017–18,SA4,SA4-209,Melbourne - North East,Other allied health providers,Services,10825
2017–18,SA4,SA4-209,Melbourne - North East,Other psychologists,Services,79072
2017–18,SA4,SA4-209,Melbourne - North East,Psychiatrists,Services,63576
2017–18,SA4,SA4-210,Melbourne - North West,All providers,"Patient rate per 1,000 population",115
2017–18,SA4,SA4-210,Melbourne - North West,Clinical psychologists,"Patient rate per 1,000 population",21
2017–18,SA4,SA4-210,Melbourne - North West,General practitioners,"Patient rate per 1,000 population",95
2017–18,SA4,SA4-210,Melbourne - North West,Other allied health providers,"Patient rate per 1,000 population",6
2017–18,SA4,SA4-210,Melbourne - North West,Other psychologists,"Patient rate per 1,000 population",33
2017–18,SA4,SA4-210,Melbourne - North West,Psychiatrists,"Patient rate per 1,000 population",17
2017–18,SA4,SA4-210,Melbourne - North West,All providers,Patients,45067
2017–18,SA4,SA4-210,Melbourne - North West,Clinical psychologists,Patients,8230
2017–18,SA4,SA4-210,Melbourne - North West,General practitioners,Patients,37307
2017–18,SA4,SA4-210,Melbourne - North West,Other allied health providers,Patients,2292
2017–18,SA4,SA4-210,Melbourne - North West,Other psychologists,Patients,13176
